wafer_id,Time,Step Number,BCl3 Flow,Cl2 Flow,RF Btm Pwr,RF Btm Rfl Pwr,Endpt A,He Press,Pressure,RF Tuner,RF Load,RF Phase Err,RF Pwr,RF Impedance,TCP Tuner,TCP Phase Err,TCP Impedance,TCP Top Pwr,TCP Rfl Pwr,TCP Load,Vat Valve,result
l3107.txm,67.9609,5.0,751.0,752.0,134.0,0.0,1002.0,101.0,1181.0,9455.0,9046.0,-1842.0,28.0,16304.0,20148.0,-345.0,16870.0,352.0,0.0,27292.0,51.0,Pass
l3107.txm,69.0059,5.0,752.0,753.0,132.0,0.0,957.0,101.0,1176.0,9496.0,8997.0,-1230.0,29.0,16393.0,20080.0,-400.0,16812.0,352.0,0.0,27088.0,50.0,Pass
l3107.txm,70.0,5.0,752.0,754.0,132.0,0.0,915.0,101.0,1180.0,9499.0,9012.0,-1586.0,30.0,15809.0,20318.0,-303.0,16808.0,355.0,0.0,27114.0,50.0,Pass
l3107.txm,71.0195,5.0,752.0,754.0,132.0,0.0,892.0,100.0,1185.0,9494.0,9043.0,-949.0,29.0,16053.0,20170.0,-919.0,16816.0,350.0,0.0,26978.0,50.0,Pass
l3107.txm,72.041,5.0,752.0,752.0,131.0,0.0,886.0,102.0,1184.0,9483.0,9055.0,-909.0,29.0,16370.0,20370.0,6.0,16296.0,346.0,0.0,26954.0,50.0,Pass
l3107.txm,73.0605,5.0,752.0,754.0,132.0,0.0,978.0,100.0,1191.0,9466.0,9084.0,-140.0,27.0,16622.0,20230.0,192.0,16108.0,352.0,0.0,27268.0,50.0,Pass
l3107.txm,74.0801,5.0,752.0,753.0,135.0,0.0,1097.0,100.0,1194.0,9480.0,9049.0,-606.0,26.0,16829.0,20206.0,594.0,16270.0,359.0,1.0,27436.0,50.0,Pass
l3107.txm,75.0996,5.0,752.0,754.0,132.0,0.0,1258.0,102.0,1188.0,9555.0,8979.0,192.0,24.0,16972.0,19922.0,244.0,16402.0,349.0,1.0,27670.0,51.0,Pass
l3107.txm,76.1191,5.0,752.0,753.0,132.0,0.0,1440.0,101.0,1186.0,9496.0,8951.0,942.0,27.0,16247.0,19786.0,374.0,16036.0,345.0,0.0,27842.0,51.0,Pass
l3107.txm,77.1406,5.0,752.0,753.0,133.0,0.0,1635.0,102.0,1189.0,9497.0,8950.0,-532.0,26.0,16786.0,19464.0,290.0,16212.0,349.0,0.0,27866.0,51.0,Pass
l3107.txm,78.1602,5.0,752.0,754.0,131.0,0.0,1678.0,101.0,1185.0,9417.0,9013.0,-508.0,25.0,16974.0,19196.0,516.0,16656.0,346.0,0.0,27918.0,51.0,Pass
l3107.txm,79.1797,5.0,752.0,753.0,133.0,0.0,1689.0,101.0,1184.0,9456.0,8996.0,-431.0,25.0,17133.0,19356.0,115.0,16540.0,348.0,0.0,27742.0,51.0,Pass
l3107.txm,80.1992,5.0,752.0,754.0,132.0,0.0,1692.0,100.0,1183.0,9513.0,9003.0,243.0,25.0,16585.0,19188.0,-273.0,16392.0,357.0,0.0,27902.0,51.0,Pass
l3107.txm,81.2461,5.0,751.0,752.0,134.0,0.0,1694.0,100.0,1184.0,9433.0,9014.0,-845.0,26.0,16556.0,19352.0,336.0,16472.0,344.0,0.0,27738.0,51.0,Pass
l3107.txm,82.2402,5.0,752.0,753.0,135.0,0.0,1699.0,100.0,1183.0,9486.0,8955.0,-82.0,26.0,16910.0,19212.0,650.0,16278.0,346.0,1.0,27830.0,51.0,Pass
l3107.txm,83.2598,5.0,752.0,753.0,135.0,0.0,1700.0,101.0,1185.0,9496.0,8956.0,-105.0,26.0,16550.0,19334.0,147.0,16588.0,344.0,0.0,27748.0,51.0,Pass
l3107.txm,84.3203,5.0,752.0,754.0,132.0,0.0,1708.0,100.0,1186.0,9438.0,9016.0,-500.0,26.0,16580.0,19252.0,238.0,16196.0,347.0,0.0,27962.0,51.0,Pass
l3107.txm,85.3008,5.0,752.0,753.0,132.0,0.0,1709.0,101.0,1184.0,9462.0,9001.0,-543.0,26.0,16516.0,19288.0,134.0,16338.0,342.0,0.0,27828.0,51.0,Pass
l3107.txm,86.3203,5.0,752.0,753.0,131.0,0.0,1710.0,101.0,1185.0,9480.0,8954.0,95.0,26.0,16649.0,19210.0,-258.0,16526.0,355.0,0.0,27732.0,51.0,Pass
l3107.txm,87.3398,5.0,751.0,753.0,134.0,0.0,1715.0,102.0,1185.0,9426.0,9023.0,-503.0,26.0,16754.0,19294.0,212.0,16462.0,345.0,0.0,27794.0,51.0,Pass
l3107.txm,88.3594,5.0,752.0,754.0,134.0,0.0,1715.0,100.0,1184.0,9502.0,8958.0,-1071.0,26.0,16991.0,19226.0,-38.0,16356.0,349.0,1.0,28018.0,51.0,Pass
l3107.txm,89.3809,5.0,752.0,753.0,132.0,0.0,1717.0,102.0,1184.0,9432.0,8989.0,-17.0,26.0,16991.0,19342.0,72.0,16314.0,356.0,1.0,27976.0,51.0,Pass
l3107.txm,90.4004,5.0,752.0,753.0,133.0,0.0,1721.0,100.0,1183.0,9447.0,9014.0,-790.0,25.0,16806.0,19256.0,155.0,16138.0,355.0,1.0,27950.0,51.0,Pass
l3107.txm,91.4395,5.0,752.0,753.0,132.0,0.0,1718.0,100.0,1185.0,9427.0,8969.0,-215.0,26.0,16928.0,19338.0,662.0,16424.0,350.0,0.0,27844.0,51.0,Pass
l3107.txm,92.4394,5.0,752.0,752.0,132.0,0.0,1724.0,101.0,1186.0,9413.0,9027.0,-754.0,26.0,16848.0,19374.0,142.0,16516.0,343.0,0.0,27730.0,51.0,Pass
l3107.txm,93.4863,5.0,752.0,752.0,133.0,0.0,1725.0,100.0,1185.0,9446.0,8980.0,-300.0,26.0,16661.0,19298.0,386.0,16386.0,352.0,0.0,27962.0,51.0,Pass
l3107.txm,94.4805,5.0,752.0,753.0,136.0,0.0,1726.0,100.0,1184.0,9515.0,8927.0,-809.0,25.0,16752.0,19310.0,970.0,16224.0,343.0,0.0,27856.0,51.0,Pass
l3107.txm,95.5,5.0,752.0,755.0,135.0,0.0,1728.0,101.0,1186.0,9499.0,8951.0,-240.0,26.0,16733.0,19344.0,420.0,16446.0,347.0,0.0,27896.0,51.0,Pass
l3107.txm,96.5195,5.0,752.0,753.0,134.0,0.0,1725.0,101.0,1183.0,9453.0,9024.0,-481.0,26.0,16768.0,19392.0,434.0,16384.0,353.0,0.0,28018.0,51.0,Pass
l3107.txm,97.541,5.0,752.0,754.0,136.0,0.0,1727.0,100.0,1183.0,9421.0,9030.0,-769.0,26.0,16874.0,19226.0,22.0,16442.0,345.0,0.0,27940.0,51.0,Pass
l3107.txm,98.5605,5.0,752.0,753.0,135.0,0.0,1737.0,101.0,1188.0,9462.0,8979.0,-753.0,26.0,16602.0,19206.0,-372.0,16518.0,348.0,0.0,27820.0,51.0,Pass
l3107.txm,99.5801,5.0,752.0,753.0,133.0,0.0,1734.0,101.0,1185.0,9490.0,8956.0,-85.0,26.0,16706.0,19108.0,37.0,16238.0,348.0,0.0,27896.0,51.0,Pass
l3107.txm,100.6,5.0,751.0,752.0,131.0,0.0,1746.0,101.0,1186.0,9493.0,8957.0,-607.0,26.0,16497.0,19242.0,-84.0,16380.0,347.0,0.0,28012.0,51.0,Pass
l3107.txm,101.619,5.0,752.0,753.0,133.0,0.0,1735.0,101.0,1184.0,9489.0,8940.0,104.0,25.0,16748.0,19224.0,6.0,16504.0,354.0,1.0,27828.0,51.0,Pass
l3107.txm,102.641,5.0,751.0,753.0,135.0,0.0,1740.0,101.0,1185.0,9486.0,8966.0,-205.0,26.0,16642.0,19258.0,-260.0,16450.0,348.0,0.0,27900.0,51.0,Pass
l3107.txm,103.66,5.0,751.0,754.0,134.0,0.0,1739.0,100.0,1185.0,9490.0,8961.0,-82.0,26.0,16588.0,19254.0,100.0,16534.0,351.0,0.0,27820.0,51.0,Pass
l3107.txm,104.68,5.0,752.0,754.0,133.0,0.0,1737.0,100.0,1184.0,9476.0,8995.0,-515.0,26.0,16480.0,19132.0,-15.0,16392.0,352.0,0.0,27990.0,51.0,Pass
l3107.txm,105.732,5.0,752.0,754.0,132.0,0.0,1736.0,100.0,1185.0,9512.0,8934.0,-992.0,26.0,16836.0,19132.0,-432.0,16490.0,347.0,0.0,27760.0,51.0,Pass
l3107.txm,106.721,5.0,752.0,753.0,133.0,0.0,1738.0,101.0,1185.0,9453.0,8966.0,-159.0,25.0,16907.0,19128.0,518.0,16340.0,357.0,0.0,27718.0,51.0,Pass
l3107.txm,107.74,5.0,752.0,754.0,134.0,0.0,1745.0,101.0,1187.0,9469.0,8987.0,-269.0,26.0,16754.0,19174.0,140.0,16500.0,358.0,0.0,28002.0,51.0,Pass
l3107.txm,108.76,5.0,752.0,754.0,133.0,0.0,1741.0,101.0,1186.0,9455.0,9026.0,-223.0,26.0,16448.0,19408.0,126.0,16602.0,351.0,0.0,27784.0,51.0,Pass
l3107.txm,109.779,5.0,751.0,753.0,133.0,0.0,1738.0,100.0,1183.0,9451.0,9023.0,6.0,26.0,16530.0,19396.0,145.0,16468.0,354.0,0.0,27778.0,51.0,Pass
l3107.txm,110.801,5.0,751.0,754.0,133.0,0.0,1744.0,102.0,1184.0,9494.0,8983.0,-527.0,26.0,16532.0,19380.0,-460.0,16434.0,351.0,0.0,27760.0,51.0,Pass
l3107.txm,9.76953,4.0,751.0,752.0,132.0,0.0,1055.0,99.0,1265.0,9471.0,8981.0,-312.0,30.0,16608.0,19996.0,-618.0,16248.0,358.0,1.0,27336.0,49.0,Pass
l3108.txm,9.76953,4.0,751.0,752.0,132.0,0.0,1055.0,99.0,1265.0,9471.0,8981.0,-312.0,30.0,16608.0,19996.0,-618.0,16248.0,358.0,1.0,27336.0,49.0,Pass
l3108.txm,10.7891,4.0,751.0,752.0,132.0,0.0,999.0,100.0,1265.0,9432.0,9081.0,-1314.0,30.0,16439.0,20138.0,850.0,16332.0,341.0,0.0,27550.0,49.0,Pass
l3108.txm,11.8105,4.0,751.0,752.0,135.0,0.0,977.0,101.0,1263.0,9463.0,9027.0,-1540.0,30.0,16729.0,20008.0,604.0,16416.0,354.0,0.0,27550.0,49.0,Pass
l3108.txm,12.8301,4.0,752.0,755.0,130.0,0.0,951.0,101.0,1244.0,9503.0,9035.0,-800.0,30.0,16854.0,19876.0,-323.0,16794.0,360.0,1.0,27344.0,50.0,Pass
l3108.txm,13.8496,4.0,751.0,755.0,135.0,0.0,962.0,101.0,1199.0,9447.0,9077.0,20.0,28.0,16971.0,20124.0,13.0,15934.0,350.0,0.0,27160.0,50.0,Pass
l3108.txm,14.8691,4.0,751.0,753.0,131.0,0.0,2168.0,100.0,1149.0,9440.0,8985.0,339.0,30.0,16308.0,19634.0,1502.0,16248.0,360.0,0.0,28100.0,50.0,Pass
l3108.txm,15.8906,4.0,752.0,752.0,133.0,0.0,3012.0,102.0,1173.0,9427.0,9095.0,-1624.0,28.0,16790.0,19304.0,-345.0,16684.0,350.0,0.0,27770.0,49.0,Pass
l3108.txm,16.9102,4.0,751.0,753.0,131.0,0.0,2980.0,102.0,1199.0,9532.0,9082.0,46.0,28.0,16741.0,19298.0,-337.0,16344.0,353.0,0.0,27760.0,49.0,Pass
l3108.txm,17.9297,4.0,751.0,753.0,132.0,0.0,2527.0,100.0,1202.0,9485.0,9026.0,188.0,28.0,16576.0,19682.0,-48.0,16320.0,349.0,0.0,27752.0,49.0,Pass
l3108.txm,18.9492,4.0,752.0,753.0,135.0,0.0,2680.0,101.0,1171.0,9442.0,8968.0,-2237.0,28.0,16843.0,19572.0,770.0,16488.0,353.0,1.0,27882.0,50.0,Pass
l3108.txm,19.9707,4.0,751.0,753.0,134.0,0.0,2742.0,102.0,1172.0,9440.0,9034.0,-1179.0,30.0,16347.0,19314.0,-665.0,16630.0,345.0,0.0,27870.0,50.0,Pass
l3108.txm,21.0254,4.0,751.0,753.0,133.0,0.0,2786.0,102.0,1194.0,9459.0,9014.0,-335.0,29.0,16669.0,19452.0,-507.0,16512.0,344.0,0.0,27756.0,49.0,Pass
l3108.txm,22.0098,4.0,751.0,753.0,133.0,0.0,2823.0,102.0,1179.0,9497.0,8968.0,-751.0,30.0,15964.0,19364.0,-588.0,16434.0,343.0,1.0,27788.0,50.0,Pass
l3108.txm,23.0293,4.0,751.0,753.0,134.0,0.0,2863.0,101.0,1187.0,9445.0,9004.0,-458.0,29.0,16301.0,19644.0,728.0,16014.0,359.0,0.0,27888.0,49.0,Pass
l3108.txm,24.0508,4.0,752.0,753.0,135.0,0.0,2882.0,100.0,1187.0,9430.0,9026.0,-277.0,29.0,15905.0,19650.0,51.0,16198.0,343.0,1.0,27958.0,50.0,Pass
l3108.txm,25.0703,4.0,751.0,753.0,130.0,0.0,2906.0,101.0,1188.0,9514.0,8965.0,-2381.0,27.0,16636.0,19358.0,-267.0,17128.0,351.0,1.0,27998.0,50.0,Pass
l3108.txm,26.0898,4.0,752.0,754.0,131.0,0.0,2900.0,101.0,1181.0,9427.0,9039.0,-2000.0,28.0,16558.0,19408.0,142.0,16864.0,354.0,0.0,27844.0,50.0,Pass
l3108.txm,27.1094,4.0,752.0,753.0,131.0,0.0,2912.0,101.0,1188.0,9466.0,9020.0,-2178.0,28.0,16540.0,19128.0,126.0,16232.0,354.0,1.0,27826.0,50.0,Pass
l3108.txm,28.1309,4.0,751.0,753.0,135.0,0.0,2929.0,100.0,1177.0,9410.0,9027.0,-880.0,29.0,16286.0,19298.0,-597.0,16732.0,342.0,0.0,27830.0,50.0,Pass
l3108.txm,29.1504,4.0,752.0,753.0,134.0,0.0,2910.0,101.0,1190.0,9460.0,9005.0,-2116.0,27.0,16485.0,19406.0,-330.0,16682.0,345.0,0.0,27896.0,49.0,Pass
l3108.txm,30.1699,4.0,751.0,754.0,132.0,0.0,2905.0,101.0,1184.0,9482.0,9040.0,-1859.0,27.0,16484.0,19330.0,115.0,16704.0,348.0,1.0,27878.0,50.0,Pass
l3108.txm,31.1895,4.0,752.0,754.0,133.0,0.0,2909.0,101.0,1184.0,9436.0,9070.0,-1956.0,27.0,16375.0,19142.0,-367.0,16660.0,349.0,0.0,27878.0,50.0,Pass
l3108.txm,32.2109,4.0,752.0,755.0,133.0,0.0,2914.0,101.0,1187.0,9499.0,9009.0,-889.0,27.0,16859.0,19346.0,236.0,16542.0,351.0,1.0,27892.0,50.0,Pass
l3108.txm,33.2656,4.0,752.0,752.0,131.0,0.0,2908.0,100.0,1187.0,9436.0,9056.0,-1993.0,27.0,16560.0,19128.0,-57.0,16664.0,348.0,1.0,27878.0,50.0,Pass
l3108.txm,34.2598,4.0,752.0,754.0,136.0,0.0,2905.0,100.0,1186.0,9480.0,9009.0,-2408.0,26.0,16338.0,19292.0,-79.0,16202.0,348.0,0.0,27806.0,50.0,Pass
l3108.txm,35.2793,4.0,751.0,754.0,137.0,0.0,2916.0,101.0,1186.0,9478.0,9011.0,-1165.0,27.0,16343.0,19266.0,-271.0,16460.0,360.0,0.0,27894.0,50.0,Pass
l3108.txm,36.3066,4.0,752.0,753.0,131.0,0.0,2905.0,101.0,1185.0,9432.0,9028.0,-2224.0,27.0,16383.0,19302.0,-701.0,16888.0,339.0,1.0,27878.0,50.0,Pass
l3108.txm,37.3203,4.0,751.0,753.0,131.0,0.0,2902.0,102.0,1184.0,9427.0,9041.0,-1018.0,27.0,16486.0,19208.0,-345.0,16798.0,348.0,0.0,27886.0,50.0,Pass
l3108.txm,38.4297,4.0,752.0,753.0,133.0,0.0,2906.0,101.0,1185.0,9418.0,9067.0,-1406.0,26.0,16370.0,19298.0,119.0,16456.0,359.0,1.0,27836.0,50.0,Pass
l3108.txm,39.4023,4.0,752.0,754.0,134.0,0.0,2904.0,101.0,1184.0,9416.0,9082.0,-2758.0,27.0,16183.0,19322.0,-386.0,16686.0,345.0,0.0,27846.0,50.0,Pass
l3108.txm,40.4219,4.0,751.0,754.0,136.0,0.0,2910.0,100.0,1188.0,9464.0,9027.0,-2725.0,27.0,16259.0,19342.0,176.0,16132.0,354.0,0.0,27874.0,50.0,Pass
l3108.txm,41.4394,4.0,752.0,753.0,133.0,0.0,2907.0,100.0,1187.0,9451.0,9054.0,-2502.0,26.0,16599.0,19230.0,-275.0,16980.0,342.0,0.0,27848.0,50.0,Pass
l3108.txm,42.4609,4.0,752.0,755.0,135.0,0.0,2906.0,102.0,1184.0,9420.0,9079.0,-976.0,27.0,16888.0,19264.0,-68.0,16586.0,344.0,0.0,27868.0,50.0,Pass
l3108.txm,43.4805,4.0,752.0,754.0,132.0,0.0,2901.0,101.0,1186.0,9460.0,9055.0,-670.0,27.0,16410.0,19400.0,-73.0,16488.0,353.0,0.0,27844.0,50.0,Pass
l3108.txm,44.5,4.0,752.0,754.0,136.0,0.0,2904.0,101.0,1184.0,9487.0,8984.0,-340.0,26.0,16668.0,19314.0,93.0,16598.0,351.0,0.0,27862.0,50.0,Pass
l3108.txm,45.5469,4.0,752.0,754.0,136.0,0.0,2903.0,101.0,1186.0,9512.0,9045.0,-562.0,26.0,16851.0,19418.0,1080.0,16844.0,350.0,0.0,27884.0,50.0,Pass
l3108.txm,46.5391,4.0,752.0,754.0,136.0,0.0,2906.0,100.0,1187.0,9420.0,9048.0,-2900.0,26.0,16554.0,19234.0,224.0,16200.0,356.0,0.0,27846.0,50.0,Pass
l3108.txm,47.5625,4.0,752.0,753.0,132.0,0.0,2901.0,101.0,1186.0,9457.0,9044.0,-2358.0,26.0,16458.0,19226.0,1480.0,16584.0,348.0,0.0,27806.0,50.0,Pass
l3108.txm,48.5801,4.0,752.0,753.0,131.0,0.0,2898.0,101.0,1189.0,9486.0,8993.0,-1337.0,27.0,16417.0,19294.0,-44.0,16662.0,359.0,0.0,27848.0,50.0,Pass
l3108.txm,49.5996,4.0,752.0,754.0,132.0,0.0,2897.0,100.0,1187.0,9444.0,9047.0,-1061.0,27.0,16928.0,19136.0,-266.0,16504.0,340.0,1.0,27840.0,50.0,Pass
l3108.txm,50.6211,4.0,752.0,753.0,134.0,0.0,2893.0,101.0,1186.0,9461.0,9018.0,-790.0,26.0,16645.0,19394.0,105.0,16820.0,350.0,0.0,27774.0,50.0,Pass
l3108.txm,51.6406,4.0,752.0,754.0,135.0,0.0,2879.0,100.0,1189.0,9468.0,9004.0,-879.0,26.0,16441.0,19252.0,32.0,16964.0,348.0,0.0,27842.0,50.0,Pass
l3108.txm,52.6602,4.0,752.0,753.0,135.0,0.0,2879.0,101.0,1184.0,9509.0,9004.0,-2773.0,27.0,16304.0,19160.0,-80.0,16858.0,342.0,0.0,27890.0,50.0,Pass
l3108.txm,53.6816,4.0,751.0,753.0,134.0,0.0,2849.0,100.0,1184.0,9462.0,9011.0,82.0,27.0,16630.0,19286.0,-259.0,16602.0,348.0,0.0,27814.0,50.0,Pass
l3108.txm,54.6973,4.0,752.0,753.0,134.0,0.0,2716.0,102.0,1189.0,9468.0,9018.0,-1325.0,27.0,16585.0,19294.0,-76.0,16888.0,356.0,0.0,27890.0,50.0,Pass
l3108.txm,55.7207,4.0,752.0,754.0,134.0,0.0,2238.0,101.0,1193.0,9464.0,8969.0,-204.0,27.0,16109.0,19554.0,-962.0,16594.0,353.0,0.0,27620.0,50.0,Pass
l3108.txm,56.7402,4.0,752.0,753.0,132.0,0.0,1796.0,101.0,1195.0,9446.0,9014.0,52.0,27.0,16765.0,19630.0,-525.0,16746.0,350.0,0.0,27582.0,50.0,Pass
l3108.txm,57.7832,4.0,752.0,753.0,135.0,0.0,1517.0,100.0,1185.0,9441.0,8951.0,21.0,28.0,16601.0,19812.0,-50.0,16510.0,348.0,0.0,27570.0,50.0,Pass
l3108.txm,58.8105,5.0,752.0,754.0,135.0,0.0,1226.0,101.0,1263.0,9493.0,8978.0,-1430.0,29.0,16032.0,19920.0,-11.0,16340.0,349.0,0.0,27414.0,49.0,Pass
l3108.txm,59.8301,5.0,752.0,754.0,132.0,0.0,1159.0,101.0,1223.0,9448.0,9061.0,167.0,27.0,16426.0,19934.0,-476.0,16464.0,345.0,0.0,27432.0,50.0,Pass
l3108.txm,60.8496,5.0,752.0,753.0,134.0,0.0,1146.0,100.0,1195.0,9529.0,8955.0,493.0,27.0,16383.0,19932.0,-381.0,16804.0,352.0,0.0,27356.0,51.0,Pass
l3108.txm,61.8691,5.0,752.0,755.0,133.0,0.0,1129.0,100.0,1174.0,9478.0,9023.0,-205.0,27.0,16849.0,19980.0,92.0,16476.0,342.0,0.0,27358.0,51.0,Pass
l3108.txm,62.8906,5.0,752.0,752.0,135.0,0.0,1117.0,101.0,1190.0,9522.0,8961.0,-1282.0,27.0,16556.0,19980.0,19.0,16566.0,351.0,0.0,27350.0,51.0,Pass
l3108.txm,63.9102,5.0,752.0,754.0,132.0,0.0,1107.0,100.0,1178.0,9485.0,8997.0,186.0,28.0,16720.0,19982.0,-813.0,16706.0,346.0,0.0,27364.0,51.0,Pass
l3108.txm,64.9355,5.0,751.0,755.0,134.0,0.0,1092.0,101.0,1188.0,9459.0,9015.0,-900.0,28.0,16526.0,20070.0,-27.0,16656.0,355.0,0.0,27514.0,51.0,Pass
l3108.txm,65.9492,5.0,751.0,753.0,132.0,0.0,1071.0,100.0,1179.0,9476.0,8980.0,-366.0,28.0,16534.0,19920.0,110.0,16678.0,349.0,0.0,27346.0,51.0,Pass
l3108.txm,66.9707,5.0,752.0,753.0,132.0,0.0,1050.0,102.0,1185.0,9515.0,8972.0,-1536.0,27.0,16805.0,19964.0,668.0,16570.0,348.0,0.0,27358.0,51.0,Pass
l3108.txm,67.9902,5.0,752.0,754.0,132.0,0.0,1028.0,102.0,1183.0,9470.0,8990.0,-1891.0,28.0,16731.0,19980.0,522.0,16732.0,349.0,0.0,27372.0,51.0,Pass
l3108.txm,69.0098,5.0,751.0,753.0,136.0,0.0,991.0,101.0,1178.0,9496.0,8976.0,-1692.0,28.0,16353.0,20012.0,-955.0,16836.0,345.0,0.0,27058.0,51.0,Pass
l3108.txm,70.0547,5.0,752.0,753.0,132.0,0.0,942.0,102.0,1180.0,9480.0,8989.0,-2513.0,29.0,16423.0,20374.0,-954.0,16636.0,353.0,0.0,27094.0,50.0,Pass
l3108.txm,71.0801,5.0,752.0,754.0,133.0,0.0,903.0,100.0,1181.0,9412.0,9043.0,-1496.0,30.0,16208.0,20446.0,-591.0,16894.0,343.0,0.0,27116.0,50.0,Pass
l3108.txm,72.0996,5.0,752.0,754.0,132.0,0.0,896.0,101.0,1181.0,9456.0,9082.0,-1107.0,30.0,16071.0,20462.0,-333.0,16646.0,345.0,0.0,26934.0,50.0,Pass
l3108.txm,73.1211,5.0,752.0,753.0,132.0,0.0,913.0,100.0,1184.0,9519.0,9009.0,-1076.0,29.0,16104.0,20364.0,-6.0,16036.0,349.0,1.0,27044.0,50.0,Pass
l3108.txm,74.1426,5.0,752.0,754.0,134.0,0.0,1035.0,101.0,1200.0,9498.0,9123.0,565.0,25.0,16846.0,20006.0,54.0,16624.0,345.0,0.0,27404.0,50.0,Pass
l3108.txm,75.1602,5.0,752.0,754.0,131.0,0.0,1153.0,102.0,1188.0,9485.0,8966.0,-652.0,27.0,16521.0,20006.0,-286.0,16044.0,352.0,0.0,27338.0,50.0,Pass
l3108.txm,76.1816,5.0,751.0,753.0,133.0,0.0,1315.0,100.0,1191.0,9512.0,9018.0,134.0,25.0,17224.0,20044.0,33.0,16336.0,347.0,0.0,27602.0,51.0,Pass
l3108.txm,77.1992,5.0,752.0,753.0,135.0,0.0,1502.0,101.0,1181.0,9488.0,8939.0,186.0,27.0,16480.0,19842.0,384.0,16350.0,346.0,0.0,27818.0,51.0,Pass
l3108.txm,78.2207,5.0,752.0,753.0,134.0,0.0,1646.0,100.0,1194.0,9422.0,8987.0,125.0,25.0,16749.0,19450.0,586.0,16344.0,351.0,0.0,27826.0,51.0,Pass
l3108.txm,79.2402,5.0,752.0,753.0,132.0,0.0,1680.0,101.0,1176.0,9493.0,8938.0,1114.0,27.0,15903.0,19426.0,-48.0,16142.0,352.0,0.0,27924.0,51.0,Pass
l3108.txm,80.2598,5.0,751.0,754.0,132.0,0.0,1691.0,100.0,1194.0,9418.0,8984.0,592.0,27.0,16257.0,19238.0,-356.0,16740.0,345.0,0.0,27860.0,51.0,Pass
l3108.txm,81.2812,5.0,752.0,752.0,131.0,0.0,1701.0,100.0,1176.0,9455.0,8956.0,963.0,26.0,15890.0,19096.0,89.0,16704.0,349.0,0.0,27922.0,51.0,Pass
l3108.txm,82.3223,5.0,752.0,754.0,132.0,0.0,1698.0,100.0,1193.0,9513.0,8990.0,296.0,24.0,17114.0,19084.0,111.0,16506.0,356.0,0.0,27944.0,51.0,Pass
l3108.txm,83.3398,5.0,752.0,752.0,133.0,0.0,1708.0,101.0,1175.0,9499.0,8922.0,363.0,27.0,15855.0,19408.0,-470.0,16820.0,347.0,0.0,27812.0,51.0,Pass
l3108.txm,84.3613,5.0,752.0,753.0,134.0,0.0,1706.0,100.0,1193.0,9462.0,9012.0,122.0,24.0,17089.0,19358.0,-82.0,16612.0,352.0,0.0,27798.0,51.0,Pass
l3108.txm,85.3809,5.0,752.0,753.0,131.0,0.0,1721.0,102.0,1178.0,9426.0,9021.0,585.0,26.0,16364.0,19128.0,151.0,16556.0,357.0,1.0,27826.0,51.0,Pass
l3108.txm,86.4004,5.0,752.0,754.0,133.0,0.0,1712.0,101.0,1193.0,9439.0,9018.0,568.0,24.0,17169.0,19192.0,-338.0,16724.0,351.0,0.0,27890.0,51.0,Pass
l3108.txm,87.4219,5.0,752.0,753.0,132.0,0.0,1723.0,102.0,1178.0,9408.0,9019.0,1315.0,27.0,16231.0,19230.0,-392.0,16668.0,347.0,0.0,27882.0,51.0,Pass
l3108.txm,88.4395,5.0,752.0,754.0,135.0,0.0,1719.0,100.0,1194.0,9473.0,8995.0,-145.0,24.0,16966.0,19278.0,95.0,16610.0,357.0,0.0,27822.0,51.0,Pass
l3108.txm,89.4863,5.0,752.0,754.0,132.0,0.0,1722.0,101.0,1179.0,9517.0,8923.0,1155.0,27.0,16300.0,19426.0,-45.0,16476.0,345.0,0.0,27976.0,51.0,Pass
l3108.txm,90.4805,5.0,752.0,753.0,135.0,0.0,1718.0,101.0,1190.0,9459.0,9046.0,-323.0,24.0,17129.0,19336.0,49.0,16458.0,349.0,0.0,27834.0,51.0,Pass
l3108.txm,91.5,5.0,752.0,753.0,133.0,0.0,1734.0,100.0,1176.0,9469.0,8987.0,600.0,26.0,16364.0,19280.0,-404.0,16482.0,349.0,0.0,27936.0,51.0,Pass
l3108.txm,92.5215,5.0,752.0,754.0,134.0,0.0,1728.0,100.0,1191.0,9526.0,8958.0,-166.0,24.0,17024.0,19410.0,-51.0,16514.0,360.0,0.0,27940.0,51.0,Pass
l3108.txm,93.543,5.0,752.0,753.0,132.0,0.0,1741.0,101.0,1177.0,9425.0,8953.0,1052.0,27.0,15833.0,19200.0,-90.0,16546.0,353.0,0.0,27850.0,51.0,Pass
l3108.txm,94.5625,5.0,751.0,752.0,132.0,0.0,1726.0,100.0,1190.0,9522.0,8967.0,-64.0,24.0,17051.0,19214.0,-270.0,16624.0,359.0,0.0,27826.0,51.0,Pass
l3108.txm,95.5801,5.0,753.0,753.0,133.0,0.0,1738.0,101.0,1180.0,9422.0,9012.0,947.0,26.0,16346.0,19122.0,149.0,16580.0,351.0,0.0,27882.0,51.0,Pass
l3108.txm,96.5996,5.0,752.0,753.0,134.0,0.0,1731.0,101.0,1191.0,9480.0,8985.0,-21.0,24.0,17304.0,19278.0,-492.0,16484.0,353.0,0.0,27910.0,51.0,Pass
l3108.txm,97.6191,5.0,752.0,753.0,135.0,1.0,1748.0,100.0,1179.0,9528.0,8910.0,125.0,26.0,16292.0,19370.0,-13.0,16702.0,345.0,0.0,27976.0,51.0,Pass
