sensor_060,sensor_104,sensor_511,sensor_349,sensor_022,sensor_029,sensor_437,sensor_130,sensor_125,sensor_296,sensor_317,sensor_301,sensor_126,sensor_295,sensor_027,sensor_034,sensor_080,sensor_453,sensor_131,sensor_065,result
4.9991,-0.0046,109.2896,0.0257,-5516.75,68.1444,1.0136,,,234.2499,5.9614,0.0352,,352.3676,1.9828,9.0622,0.0219,5.29,,15.0009,양품
1.9145,-0.0029,184.3478,0.0395,-5411.25,69.7778,2.2208,0.0,15.9,367.1753,6.9949,0.0706,1.154,226.6751,1.9995,8.8513,-0.0316,6.7268,0.6383,18.0855,양품
9.5927,-0.0072,52.4138,0.034,-5194.0,68.2556,2.3733,-0.4258,15.85,114.1782,7.0251,0.0764,1.418,208.6448,2.005,8.9416,-0.0019,5.0486,0.621,10.4073,양품
1.8182,-0.0068,39.7059,0.0216,-5742.25,66.3778,2.7292,-0.5204,15.87,212.8855,5.5382,0.0839,1.078,268.4416,2.0143,8.5266,0.027,5.5506,0.6897,18.1818,양품
22.6936,-0.0083,65.1584,0.069,-6253.5,69.9333,2.8248,0.5204,15.75,305.5121,5.3561,0.0618,1.002,221.6221,1.8887,8.531,0.0547,4.8217,0.698,17.3064,양품
19.1027,-0.0083,26.546,0.063,-5387.5,66.9778,2.8236,0.5204,15.75,187.3524,4.2466,0.0925,1.002,633.0427,1.9928,9.7484,0.0497,3.3303,0.698,20.8973,불량
3.3055,-0.0085,50.6627,0.044,-5394.75,68.5889,1.2328,-0.4258,15.85,1762.2696,6.0876,0.0427,1.418,151.8275,2.043,8.9416,0.0406,5.5885,0.621,16.6945,양품
13.6809,-0.0088,74.7875,0.0234,-5033.0,66.4556,2.5686,0.5204,15.75,230.0918,7.4121,0.0781,1.002,288.5285,1.98,8.6211,0.0128,5.779,0.698,26.3191,불량
26.9136,-0.0089,70.4895,0.02,-6404.5,71.9778,5.6806,0.5204,15.75,289.3642,6.5545,0.1348,1.002,103.7642,1.889,9.4832,-0.0153,6.2409,0.698,13.0864,양품
0.1427,-0.0062,82.5911,0.0298,-5407.75,69.2778,2.1964,0.4258,15.67,248.1711,4.5201,0.0724,1.39,459.0014,1.9992,8.9546,0.0786,4.2906,0.752,19.8573,양품
14.75,-0.0081,105.4264,0.0298,-6390.0,68.2333,3.4745,-0.2838,15.82,322.8679,6.106,0.0775,1.092,269.6294,1.8872,8.531,-0.0027,5.6106,0.758,25.25,불량
8.0955,-0.0106,33.8425,0.0799,-6383.75,67.4667,3.347,0.5204,15.75,276.5362,5.9448,0.0768,1.002,146.0762,1.8925,9.5713,0.0751,5.7015,0.698,11.9045,불량
0.8873,-0.005,60.3015,0.0521,-6280.75,70.0778,2.3295,0.8042,15.88,353.9444,6.7706,0.0527,1.38,379.831,1.8598,8.4092,0.0437,6.5754,0.6518,19.1127,양품
1.77,-0.0092,53.406,0.0316,-5624.25,69.1333,1.3823,0.2838,15.82,218.4268,5.6249,0.0439,1.314,903.8847,2.003,8.7219,0.0529,5.1168,0.6421,18.23,양품
21.1082,-0.01,47.9401,0.0619,-6266.25,66.4,2.8038,0.0,15.73,318.0508,6.6207,0.0649,1.12,272.2981,1.8815,8.6211,0.0569,6.1591,0.7931,18.8918,양품
4.6327,-0.0122,34.4615,0.0712,-5469.5,69.3222,3.6911,-0.0473,15.88,228.8442,5.6047,0.1266,1.239,149.199,1.9905,8.5266,0.0461,5.3184,0.6751,15.3673,양품
10.7709,-0.0101,43.4568,0.0532,-6308.75,65.5889,3.6439,-0.4258,15.85,229.3425,5.4104,0.0827,1.418,198.6125,1.881,8.5405,0.0314,5.2163,0.621,29.2291,양품
4.4155,-0.0081,30.6748,0.0345,-6395.5,70.5667,2.9338,0.0473,15.77,247.2286,6.9078,0.0691,1.399,227.6803,1.895,8.828,0.0253,7.3214,0.8048,15.5845,양품
4.4091,-0.007,71.1744,0.0149,-6326.25,67.2667,4.795,0.0,15.73,267.2307,5.9585,0.1155,1.12,222.6602,1.8962,8.531,-0.0118,6.0657,0.7931,15.5909,양품
-10.37,-0.0117,44.3497,0.0505,-6439.0,68.4333,3.5702,-0.0473,15.88,177.9895,5.9763,0.0789,1.239,104.2913,1.8685,8.5177,0.0276,4.9975,0.6751,30.37,양품
5.8091,-0.0086,48.6957,0.0378,,,,-0.0946,15.85,,5.3249,,1.569,,,8.7879,0.0063,4.7393,0.6955,34.1909,불량
2.0664,-0.0092,41.3605,0.033,-6316.5,69.9778,4.3526,0.2838,15.82,272.2956,5.7407,0.0956,1.314,148.4868,1.907,8.8505,0.0267,5.9463,0.6421,17.9336,양품
-0.2173,-0.014,47.8571,0.0273,-6214.5,68.6556,4.3367,0.2838,15.82,304.2448,5.4296,0.0995,1.314,271.2889,1.8953,8.8505,0.0266,5.9109,0.6421,20.2173,양품
4.97,-0.0125,73.0924,0.0339,-6330.0,69.4778,3.3275,0.2838,15.82,275.9777,5.067,0.0793,1.314,351.4494,1.8962,8.8505,0.0254,4.9762,0.6421,15.03,양품
1.4036,-0.0058,84.1202,0.0257,-6224.75,68.8444,3.9635,0.8042,15.88,288.6047,6.5322,0.0972,1.38,202.6152,1.898,8.4092,-0.0012,5.8696,0.6518,18.5964,양품
2.9536,-0.0108,18.6047,0.0237,-5504.25,69.7111,2.9881,0.0473,15.77,73.2911,5.4449,0.1032,1.399,443.6157,2.011,8.3754,0.0139,5.1086,0.8048,17.0464,양품
-0.5691,-0.0072,76.6551,0.0156,-6420.25,68.7667,4.3334,0.6623,15.73,310.6835,8.067,0.0963,0.9271,193.9182,1.8688,9.2291,-0.0095,6.3942,0.7914,20.5691,양품
5.8727,-0.0067,97.0149,0.0251,-5300.5,67.7444,1.3389,0.2838,15.92,320.3441,6.397,0.0428,1.456,211.8246,1.998,8.5266,0.0106,5.7289,0.716,14.1273,양품
14.0673,-0.0108,23.2288,0.0423,-6124.75,66.3556,3.6974,0.0,15.73,135.5089,8.3024,0.1222,1.12,1019.5595,2.009,8.5952,0.0192,5.708,0.7931,25.9327,불량
-5.6018,-0.0026,247.343,0.03,-5558.25,66.9222,1.1296,0.0,15.73,124.4267,5.5076,0.0394,1.12,227.4209,1.9945,8.3324,0.071,4.9519,0.7931,25.6018,양품
2.0009,-0.0099,59.596,0.0413,-5750.5,69.7778,2.6252,-0.2365,15.87,267.485,6.296,0.0599,1.319,1639.0022,1.8967,8.7219,0.0528,6.1596,0.7527,17.9991,양품
20.81,-0.0107,37.4269,0.0251,-5307.75,66.0222,0.964,0.0,15.73,138.7972,5.1212,0.0314,1.12,308.2903,1.9943,8.6324,0.0139,4.3202,0.7931,19.19,양품
-5.9045,-0.0119,11.8019,0.0272,-6367.0,67.3667,4.6643,0.2838,15.92,262.802,5.0939,0.115,1.456,175.3188,1.9023,9.2291,-0.0012,3.9564,0.716,25.9045,양품
-0.3264,-0.0126,19.802,0.0611,-5433.0,63.8111,1.7651,0.0,15.73,1815.0146,6.6857,0.058,1.12,305.9553,1.9888,9.5689,0.0462,6.4005,0.7931,20.3264,양품
4.3055,-0.0036,112.7148,0.0408,-5635.0,65.5556,2.2447,0.2838,15.92,191.3418,5.8235,0.0776,1.456,302.2074,2.0017,8.8513,0.0126,5.7152,0.716,15.6945,양품
5.0809,-0.0084,53.4918,0.0499,-5222.5,66.8889,2.3586,0.2365,15.85,320.5718,5.876,0.0751,1.064,313.2161,2.0017,9.7484,0.0326,4.939,0.6755,34.9191,불량
6.3364,-0.0119,22.6415,0.0592,-6310.5,70.1778,4.032,0.8042,15.88,212.0959,5.2134,0.0901,1.38,86.1414,1.9007,8.8513,0.0327,4.2968,0.6518,13.6636,양품
3.1418,-0.0103,70.8738,0.0529,-6378.5,67.5222,5.1632,0.4258,15.67,211.1761,7.3221,0.1327,1.39,139.9536,1.9005,9.2291,0.0464,6.8309,0.752,16.8582,양품
22.1027,-0.0095,60.0791,0.0379,-6401.25,71.0,3.4292,0.2365,15.85,266.0644,5.8781,0.073,1.064,250.9746,1.889,9.4832,0.0029,5.7871,0.6755,17.8973,양품
-0.8891,-0.0129,44.9612,0.0321,-5307.5,67.9111,4.2743,-0.2365,15.87,331.9783,6.7978,0.1481,1.319,300.8494,2.04,9.0859,0.0255,5.7366,0.7527,20.8891,양품
-6.8555,-0.0121,22.268,0.0159,-5436.0,60.1111,1.0813,0.6623,15.73,95.5349,6.0995,0.0351,0.9271,424.8333,2.0187,9.2328,0.0214,5.9891,0.7914,26.8555,양품
2.1473,-0.0123,49.6945,0.0287,-5487.75,59.8889,0.596,0.6623,15.73,182.8923,8.0235,0.0187,0.9271,157.7073,2.015,9.2328,0.0146,6.3763,0.7914,17.8527,양품
-8.4836,-0.005,57.4257,0.0175,-6374.75,67.7,4.0716,0.2838,15.92,256.2252,6.6714,0.0858,1.456,194.9981,1.8753,8.5177,-0.0307,6.0212,0.716,28.4836,양품
3.9382,-0.0063,94.6746,0.0308,-6363.0,67.2,2.9495,0.0,15.73,291.4893,4.6687,0.0738,1.12,175.8996,1.8873,8.4092,0.0221,3.8067,0.7931,16.0618,양품
-0.2618,-0.0079,88.8889,0.0236,-5227.0,68.1667,2.5383,0.8042,15.88,247.0592,5.9945,0.0868,1.38,661.4101,1.977,9.0622,0.0189,5.6793,0.6518,20.2618,양품
-2.7936,-0.0104,20.1198,0.057,-6457.75,68.5778,2.5078,0.0,15.73,227.3829,7.9424,0.0632,1.12,88.9771,1.9047,9.2291,0.0164,7.1525,0.7931,22.7936,양품
9.8518,-0.0038,114.2857,0.03,-5775.0,70.0556,4.1654,0.0473,15.77,671.6748,5.8239,0.1364,1.399,514.3442,1.9938,8.6829,0.0324,5.7671,0.8048,30.1482,양품
3.8936,-0.0126,72.8713,0.0493,-6295.75,67.4,1.2882,0.2365,15.85,278.3343,5.0725,0.0351,1.064,259.5514,1.898,8.8505,0.0013,4.5139,0.6755,16.1064,양품
-5.9236,-0.01,58.0726,0.044,-5319.25,67.3222,2.8806,0.7569,15.77,333.5306,4.7226,0.1058,1.182,295.2325,2.0097,8.5952,0.0227,4.2203,0.6848,25.9236,양품
4.0991,-0.0132,27.9509,0.0289,-5415.0,66.0111,4.5709,-0.2838,15.84,229.429,6.4426,0.1428,1.191,304.2707,2.0065,9.396,0.0061,5.255,0.6469,15.9009,양품
6.3436,-0.013,54.6154,0.0674,-5467.5,68.8778,5.4853,0.4258,15.67,94.838,4.8829,0.1758,1.39,404.4638,1.9903,8.5266,0.0513,4.1727,0.752,13.6564,양품
0.31,-0.009,62.0499,0.1251,-6261.75,69.1,5.3199,0.7569,15.77,399.1595,13.0958,0.1168,1.182,223.7013,1.8723,9.4043,0.0482,13.9776,0.6848,19.69,양품
28.5145,-0.0086,51.1628,0.0457,-6393.5,65.9111,1.7933,0.2365,15.85,208.6295,5.7813,0.0371,1.064,133.9714,1.8758,9.3998,0.0121,5.3046,0.6755,11.4855,불량
4.0209,-0.0111,27.991,0.0397,-5493.0,69.3556,2.6139,-0.2365,15.87,195.4465,6.7984,0.0805,1.319,378.8236,1.9962,8.5266,0.0197,6.4436,0.7527,15.9791,양품
3.2182,-0.0063,87.4751,0.0403,-6270.5,67.7667,3.0483,0.4258,15.67,244.2219,5.3185,0.0727,1.39,198.085,1.8855,8.4092,0.0379,4.1891,0.752,16.7818,양품
14.3891,-0.0105,45.6599,0.031,-6362.25,65.4889,1.5856,0.0473,15.77,306.8952,5.1885,0.0375,1.399,282.651,1.8798,9.5642,0.0012,4.7284,0.8048,25.6109,양품
6.2455,-0.0085,57.732,0.0277,-6408.75,67.4111,2.0305,0.2365,15.85,375.1999,4.9057,0.0447,1.064,65.5051,1.8923,8.8384,0.0152,4.1165,0.6755,13.7545,양품
3.7982,-0.005,83.3747,0.0364,-5120.0,71.2,2.069,0.2838,15.92,135.6085,6.2071,0.0684,1.456,94.9421,1.9497,9.1855,0.0097,5.8881,0.716,16.2018,불량
-1.9555,-0.0059,114.5263,0.0201,-6453.75,70.1889,6.9293,-0.2365,15.87,327.5997,6.114,0.1613,1.319,191.9659,1.8745,9.9964,-0.0002,4.8609,0.7527,21.9555,양품
-10.6036,-0.0089,56.4972,0.0176,-6402.75,65.5,2.1415,0.2838,15.82,274.2582,6.4455,0.0612,1.314,150.2628,1.8855,8.5405,-0.0058,4.8155,0.6421,30.6036,양품
3.88,-0.01,58.7065,0.0381,-6279.5,67.0667,3.8284,0.7569,15.77,370.0111,5.9837,0.0814,1.182,274.8691,1.8885,8.8505,0.0058,4.9565,0.6848,16.12,양품
5.7945,-0.0055,104.3478,0.0172,-5435.5,68.2889,1.9867,0.0,15.73,122.6414,6.0564,0.0682,1.12,308.3229,2.001,9.0695,-0.0119,4.4089,0.7931,14.2055,양품
0.8018,-0.0122,41.8462,0.0634,-6253.5,70.4,4.4329,0.0,15.73,243.6615,6.8803,0.0956,1.12,195.374,1.8932,8.4092,0.0444,7.0949,0.7931,19.1982,양품
10.8955,-0.0094,62.6826,0.0328,-5593.75,67.2111,1.6017,0.7569,15.77,207.1803,5.2501,0.0605,1.182,139.1818,2.0122,8.872,0.0241,5.0107,0.6848,29.1045,양품
15.2791,-0.0096,64.9215,0.0346,-5384.75,67.5889,4.8066,0.7569,15.77,424.1748,5.3828,0.1556,1.182,320.684,1.9805,9.1757,0.0154,5.631,0.6848,24.7209,양품
18.7173,-0.0087,64.0,0.0179,-6915.0,65.5444,5.7132,-0.2838,15.84,378.1493,5.5977,0.1224,1.191,865.315,1.8777,8.5788,0.0144,4.6632,0.6469,21.2827,양품
3.3955,-0.0116,57.8209,0.0158,-5468.0,67.6333,6.1536,-0.0473,15.75,123.4082,6.6343,0.193,1.239,634.942,2.0118,8.6915,-0.0026,6.7646,0.6586,16.6045,양품
0.1227,-0.0093,51.4745,0.0262,-6391.5,67.6444,5.0285,0.2365,15.85,264.5808,5.6683,0.133,1.064,110.3343,1.8932,9.5713,0.0317,5.9822,0.6755,19.8773,양품
3.5336,-0.0099,68.8608,0.0429,-5047.75,68.0444,2.711,0.7569,15.77,75.9715,5.2265,0.0886,1.182,621.6909,1.9925,8.9416,0.0273,4.7443,0.6848,16.4664,양품
-5.3355,-0.0093,74.3935,0.0347,-5448.0,70.2,4.0484,-0.0473,15.75,1880.0471,4.4363,0.1338,1.239,133.1916,1.9965,8.536,0.0233,3.806,0.6586,25.3355,양품
1.4355,-0.0095,40.8912,0.0374,-5046.25,67.1111,2.4802,0.7569,15.77,152.9278,4.4244,0.0867,1.182,615.6051,1.9867,8.9416,0.0167,4.0194,0.6848,18.5645,양품
7.3918,-0.0074,53.9629,0.0291,-4778.5,69.1111,2.7219,-0.2838,15.84,209.7848,6.5451,0.0821,1.191,1516.3695,1.9885,9.4043,0.0074,5.0935,0.6469,32.6082,양품
4.8018,-0.0092,29.3878,0.0262,-6408.25,67.8778,2.8424,-0.2838,15.84,231.1839,5.5481,0.0621,1.191,426.3953,1.8908,8.5952,0.0132,4.2234,0.6469,15.1982,양품
-7.4155,-0.0111,39.5506,0.0177,-5631.75,69.1222,2.4472,0.4258,15.67,467.047,4.5221,0.0734,1.39,792.9117,2.0112,9.4043,0.0183,3.89,0.752,27.4155,양품
0.0945,-0.0063,48.0,0.0318,-6894.25,69.3111,4.3717,-0.2838,15.76,256.6598,8.6585,0.1062,1.347,927.6154,1.8998,8.5232,0.0058,7.1544,0.6834,19.9055,양품
8.9073,-0.0078,35.7827,0.0269,-6203.25,66.6556,2.0218,-0.2838,15.76,185.007,5.6626,0.0651,1.347,925.7366,2.0083,8.6527,0.0203,4.6316,0.6834,31.0927,양품
5.0473,-0.0096,48.1046,0.0472,-4929.5,70.6444,1.3014,0.4258,15.67,103.6613,5.2693,0.0435,1.39,104.698,1.9483,9.1855,0.0183,3.7235,0.752,14.9527,불량
26.1536,-0.0075,45.2579,0.0285,-6250.25,64.7222,3.937,-0.2838,15.84,290.4771,5.4333,0.0838,1.191,105.1329,1.9108,9.2655,0.0107,4.6119,0.6469,13.8464,양품
-2.9973,-0.007,51.3369,0.0224,-6382.0,69.6889,2.5001,-0.2365,15.87,302.8183,6.4365,0.059,1.319,66.4078,1.8867,8.828,0.0245,5.5881,0.7527,22.9973,양품
-5.6473,-0.0119,26.8344,0.0252,-5226.5,68.3,1.2363,0.2365,15.85,1779.4153,7.0767,0.0402,1.064,348.2131,2.0223,8.536,0.003,5.6811,0.6755,25.6473,양품
-1.2182,-0.0064,54.3689,0.0342,-6411.75,69.0111,2.6286,-0.2365,15.87,223.7683,6.9059,0.0569,1.319,165.3227,1.8767,9.9964,0.0177,7.0208,0.7527,21.2182,양품
1.2264,-0.0124,55.0607,0.0273,-5453.5,68.1889,4.2451,-0.2838,15.76,236.1742,5.0676,0.1344,1.347,336.3862,2.0213,9.7324,0.0272,5.2036,0.6834,18.7736,양품
2.8355,-0.0107,52.3977,0.0431,-6487.25,68.5556,3.7615,-0.2838,15.84,229.9109,6.2468,0.0875,1.191,273.4464,1.8855,9.4043,0.0189,4.8948,0.6469,17.1645,양품
5.9073,-0.0047,85.7909,0.0316,-6465.0,68.3333,1.2339,-0.0473,15.75,289.3124,5.2126,0.0316,1.239,149.5393,1.8933,9.3335,0.0213,5.3542,0.6586,14.0927,양품
4.5027,-0.0057,54.0305,0.028,-5220.25,67.6778,2.5157,-0.2838,15.76,137.3132,4.6676,0.0871,1.347,292.6436,2.0088,8.6013,0.0171,4.0041,0.6834,15.4973,양품
3.2591,-0.012,49.3724,0.0264,-6400.25,65.6889,4.8186,-0.0473,15.75,296.8956,5.0992,0.1092,1.239,182.4653,1.898,8.5232,0.0087,4.7758,0.6586,16.7409,양품
4.1509,-0.0044,122.7273,0.0285,-5566.75,67.0556,2.0367,0.2365,15.85,262.1086,6.7113,0.0614,1.064,210.5823,2.006,9.0622,0.0253,5.3719,0.6755,15.8491,양품
4.4564,-0.0113,59.3577,0.0289,-5655.25,67.1889,2.7598,-0.0473,15.75,99.91,7.3424,0.0954,1.239,94.058,1.9845,8.5232,0.025,6.5285,0.6586,15.5436,양품
0.4591,-0.0052,86.9565,0.0342,-6501.5,67.7667,4.991,-0.2838,15.84,274.2669,6.0629,0.1066,1.191,143.6048,1.8662,8.5177,0.0393,5.1404,0.6469,19.5409,양품
-1.0773,-0.0106,19.8582,0.0336,-5583.25,60.0667,0.5292,-0.2838,15.84,146.7205,5.0991,0.0164,1.191,119.0221,2.001,9.2328,0.0433,4.9319,0.6469,21.0773,양품
10.9955,-0.0077,64.6204,0.0306,-5633.25,67.4889,1.1566,-0.0473,15.75,233.637,5.4651,0.0372,1.239,337.2154,2.008,8.6013,0.0194,5.1298,0.6586,29.0045,불량
2.0064,-0.0144,20.8514,0.0127,-6572.75,67.0889,3.5457,-0.2365,15.85,273.7777,7.6674,0.0853,1.035,137.4224,1.882,9.396,-0.0163,7.2078,0.8117,17.9936,양품
18.4,-0.0101,26.7658,0.0257,-6271.0,67.8889,3.4506,0.2365,15.85,272.9151,5.9202,0.0793,1.064,140.4991,1.9018,8.5405,0.0175,4.7042,0.6755,21.6,양품
0.3036,-0.0136,46.9294,0.0189,-6259.5,68.9444,2.6937,-0.2838,15.76,270.2029,7.2296,0.0643,1.347,191.9974,1.896,8.8513,-0.0081,6.0247,0.6834,19.6964,양품
22.7636,-0.0081,35.5828,0.0426,-6418.25,65.5778,4.1871,-0.2838,15.84,289.2454,6.2893,0.0871,1.191,161.6011,1.85,8.7879,0.0009,6.1918,0.6469,17.2364,양품
6.1527,-0.0129,54.8792,0.0183,-5487.25,68.6111,3.3611,-0.2365,15.85,193.55,5.7298,0.1299,1.035,309.1713,2.0015,8.6915,-0.0091,5.5372,0.8117,13.8473,양품
20.2627,-0.0083,41.9162,0.0688,-6282.5,67.3667,1.4418,0.2365,15.85,226.8794,6.5968,0.0332,1.064,135.3551,1.888,8.5405,0.061,5.1998,0.6755,19.7373,양품
-3.09,-0.0131,46.5649,0.0228,-5595.75,67.2444,3.8606,-0.2838,15.84,112.8461,6.9241,0.1384,1.191,365.0766,1.9627,8.536,0.0034,6.0557,0.6469,23.09,양품
1.9855,-0.0122,39.3443,0.0169,-5349.75,68.3889,0.7546,-0.2365,15.85,172.6683,6.5415,0.0236,1.035,111.9565,2.0025,8.659,-0.0086,6.0258,0.8117,18.0145,양품
8.3018,-0.0098,37.8517,0.0151,-5679.0,68.1778,2.9401,-0.2365,15.85,192.203,5.0896,0.0908,1.035,216.7825,2.022,8.6915,-0.0022,4.5415,0.8117,11.6982,양품
2.9964,-0.0113,51.4412,0.0164,-6449.25,59.4,4.3271,-0.0473,15.75,288.552,6.3363,0.1034,1.239,189.2219,1.8815,9.2328,-0.018,4.9952,0.6586,17.0036,양품
4.5645,-0.0072,64.1115,0.0516,-5469.75,66.3,2.9222,-0.2365,15.85,134.5619,5.5445,0.0997,1.035,425.2383,1.974,8.5232,0.0208,4.375,0.8117,15.4355,양품
1.14,-0.0131,58.891,0.0165,-5532.25,67.2778,4.0669,-0.2365,15.85,151.8706,5.426,0.1234,1.035,317.8568,1.9812,8.6439,0.0012,5.1661,0.8117,18.86,양품
8.8173,-0.0077,62.439,0.0195,-6554.75,69.6222,3.53,0.7096,15.84,299.5268,6.1079,0.0752,1.191,111.8552,1.8817,8.7851,0.0151,6.1107,0.8387,11.1827,양품
2.4345,-0.0127,20.4122,0.0169,-6489.25,66.1667,5.5864,-0.2365,15.85,236.3364,5.6802,0.1342,1.035,215.84,1.8862,9.396,-0.0146,4.2651,0.8117,17.5655,양품
-28.9882,-0.0049,174.8072,0.0362,-5563.5,65.3667,0.8208,-0.0473,15.75,196.5288,4.9531,0.0276,1.239,197.3719,1.9992,9.043,0.0235,4.5631,0.6586,48.9882,양품
6.6,-0.009,44.3213,0.0151,-6506.75,68.9444,1.6829,0.7096,15.84,218.9633,6.9622,0.039,1.191,154.8211,1.8887,8.7851,0.0028,6.4676,0.8387,13.4,양품
25.2736,-0.011,45.3515,0.03,-5142.25,68.8,3.6408,0.7096,15.84,117.0224,5.3532,0.1079,1.191,299.7448,1.9792,9.1757,-0.0047,5.0571,0.8387,14.7264,양품
-5.7182,-0.0135,49.0251,0.0144,-5282.75,71.2333,1.8245,-0.2365,15.85,188.4277,4.4785,0.0568,1.035,226.9249,1.9572,9.1855,-0.0139,5.0338,0.8117,25.7182,불량
-1.4345,-0.0127,31.4342,0.0142,-6047.0,70.0556,2.2448,-0.9461,15.88,290.6424,5.2483,0.0776,1.343,1064.3436,2.0313,8.4421,0.0262,4.9174,0.8244,21.4345,양품
-0.3327,-0.0126,73.6634,0.0173,-6336.0,69.5889,2.7377,-0.9461,15.88,323.1455,5.5199,0.064,1.343,182.3184,1.892,8.8384,0.0172,4.9736,0.8244,20.3327,양품
0.5682,-0.0122,36.7722,0.0183,-5932.0,67.8222,5.6645,-0.9461,15.88,240.5196,5.931,0.1828,1.343,930.5085,2.0377,8.7994,0.0008,6.0179,0.8244,19.4318,양품
2.9518,-0.0118,42.4178,0.0194,-5427.75,65.7111,1.954,-0.9461,15.88,271.2973,6.778,0.0666,1.343,363.3349,1.986,8.7994,0.0013,5.9578,0.8244,17.0482,양품
7.7727,-0.0099,73.0964,0.0164,-6467.25,68.7667,3.2825,-0.8042,15.85,262.9132,5.0532,0.0739,1.078,89.3882,1.8962,8.7851,-0.0016,3.8458,0.8258,12.2273,양품
2.75,-0.0088,70.4545,0.022,-6313.25,66.5333,2.1616,-0.9461,15.88,294.5522,6.0275,0.0475,1.343,186.0096,1.8935,8.6439,0.0233,5.2305,0.8244,17.25,양품
15.81,-0.0102,66.6667,0.0368,-5471.25,67.9556,1.5173,-0.9461,15.88,162.6653,5.2089,0.0472,1.343,124.189,1.9777,8.6527,0.0662,4.8008,0.8244,24.19,양품
3.4882,-0.0144,18.7013,0.0119,-5493.25,70.9556,4.8194,-0.8042,15.85,212.7367,6.9314,0.1479,1.078,368.329,1.985,8.7897,0.0214,6.5962,0.8258,16.5118,양품
1.2673,-0.0062,37.0221,0.0281,-6374.75,68.6556,2.3149,-0.8042,15.85,277.6341,4.8083,0.0526,1.078,193.0188,1.8958,9.3335,0.0663,3.9787,0.8258,18.7327,양품
4.7864,-0.0078,55.04,0.0253,-6381.5,66.7,3.002,-0.8042,15.85,199.6904,5.2236,0.0683,1.078,229.7542,1.8905,9.043,0.0495,3.6295,0.8258,15.2136,양품
14.7345,-0.009,68.0614,0.023,-5313.5,69.6556,2.863,-0.8042,15.85,173.2378,6.2457,0.1011,1.078,213.6438,2.0235,9.4043,0.005,5.5414,0.8258,25.2655,양품
-8.3955,-0.0069,59.2058,0.0392,-5474.25,59.9778,3.7591,-0.8042,15.85,444.3625,7.7567,0.1306,1.078,424.0923,2.0275,9.2328,0.0622,6.3857,0.8258,28.3955,양품
1.2209,-0.011,33.7514,0.0224,-5587.25,68.7111,2.4817,1.088,15.73,298.3771,4.7162,0.0803,0.9413,308.7398,2.0122,8.7219,0.0203,3.9773,0.8361,18.7791,양품
1.0345,-0.0123,35.6636,0.0184,-5421.5,67.5111,1.5407,1.088,15.73,203.6361,6.0188,0.0507,0.9413,111.2669,1.9963,8.6439,-0.0081,5.9079,0.8361,18.9655,양품
1.0636,-0.0109,35.6979,0.0144,-6256.5,69.8222,3.5578,1.088,15.73,259.5051,6.1948,0.0875,0.9413,179.4594,1.889,8.5987,0.026,5.1134,0.8361,18.9364,양품
1.6173,-0.013,36.0153,0.0233,-6370.75,70.0444,4.1178,1.088,15.73,237.7246,6.7145,0.1017,0.9413,91.7183,1.9007,8.4421,0.0198,5.1402,0.8361,18.3827,양품
2.4173,-0.0111,40.4949,0.0142,-5311.5,70.3889,1.3587,1.088,15.73,1712.782,4.6886,0.0434,0.9413,219.3392,1.9535,8.5987,-0.0101,4.6712,0.8361,17.5827,불량
-7.1564,-0.0089,62.7451,0.018,-6264.0,69.2444,5.3038,0.0,15.73,187.6564,4.9289,0.1151,1.248,296.9994,1.8932,8.8505,-0.0002,5.1591,0.8217,27.1564,양품
0.6991,-0.0095,84.9279,0.0237,-4750.75,66.4,4.3068,0.0,15.82,158.2032,6.9408,0.1314,1.196,610.7729,1.992,8.6915,0.0113,4.4631,0.8203,19.3009,양품
2.5964,-0.0076,66.9951,0.0222,-5879.75,68.9333,2.8284,0.0,15.73,336.6408,4.6901,0.0922,1.248,547.6218,1.9888,8.659,0.0012,4.2176,0.8217,17.4036,양품
-0.4091,-0.0075,44.1472,0.0217,-5433.25,68.2333,4.4784,0.0,15.73,358.4582,5.9835,0.1593,1.248,123.915,2.025,8.4421,0.0095,5.0571,0.8217,20.4091,양품
-5.0245,-0.003,113.3333,0.0309,-6443.5,62.9778,4.3333,1.088,15.73,255.3468,6.2162,0.0971,0.9413,157.333,1.882,9.5689,-0.0054,4.8647,0.8361,25.0245,양품
-0.7236,-0.0074,47.2973,0.0194,-5468.75,69.9111,2.1704,0.0,15.82,209.9603,5.376,0.0745,1.196,269.099,2.0068,8.7897,0.0019,5.2097,0.8203,20.7236,양품
1.9482,-0.0072,91.9861,0.0381,-5410.5,69.0111,4.2787,0.0,15.73,176.7182,5.8213,0.1304,1.248,373.2921,1.9875,8.5687,0.0324,4.7972,0.8217,38.0518,불량
1.3255,-0.0092,51.296,0.0115,-6375.75,66.8222,2.1074,0.0,15.73,381.9218,6.0309,0.0474,1.248,304.6434,1.8735,8.6915,-0.0114,4.8021,0.8217,18.6745,양품
-6.8627,-0.0121,32.3316,0.0264,-6421.0,68.3111,3.7575,-0.9461,15.88,247.319,6.3875,0.0905,1.343,169.6604,1.8915,9.3335,0.0058,5.7221,0.8244,26.8627,양품
7.0591,-0.0121,44.4902,0.0141,-6507.5,68.2222,2.0642,-0.5204,15.92,321.5561,5.0673,0.044,1.206,147.8434,1.8755,8.5251,-0.0291,4.219,0.7884,12.9409,양품
