sensor_060,sensor_104,sensor_511,sensor_349,sensor_022,sensor_029,sensor_437,sensor_130,sensor_125,sensor_296,sensor_317,sensor_301,sensor_126,sensor_295,sensor_027,sensor_034,sensor_080,sensor_453,sensor_131,sensor_065,sensor_128,sensor_023,sensor_124,sensor_520,sensor_438,sensor_015,sensor_134,sensor_388,sensor_558,sensor_057,sensor_201,sensor_461,sensor_064,sensor_472,sensor_456,sensor_478,sensor_059,sensor_077,sensor_469,sensor_366,sensor_127,sensor_512,sensor_066,sensor_091,sensor_338,sensor_470,sensor_039,sensor_033,sensor_570,sensor_069,result
12.1818,-0.0079,87.8981,0.0312,-6267.75,70.1222,2.8495,-0.5677,15.79,307.8966,5.8436,0.068,1.21,278.8564,1.883,8.531,0.0365,5.0616,0.6887,27.8182,0.7419,3006.5,15.85,9.3099,3.28,9.559,1004.9778,0.0,2.005,0.9337,14.74,27.6445,12.0333,7.7837,4.3227,5.6722,4.615,-0.032,43.5896,0.0034,2.649,504.6154,30.5016,8321.28,1.5608,5.5656,87.0242,84.3575,,156.5527,양품
19.5609,-0.0074,63.621,0.0243,-6426.5,70.5111,3.072,-0.4258,15.87,318.0115,5.0632,0.0635,1.168,180.4263,1.8797,9.4832,0.0048,4.6645,0.7135,20.4391,0.7292,3060.0,15.9,27.9245,5.2474,14.4533,1004.167,0.0,,0.9354,25.56,19.3787,12.7282,7.0277,4.2763,6.634,4.6871,-0.0565,19.1709,0.0085,2.653,229.8851,27.7378,8906.5,1.2045,5.1826,87.3382,84.87,,150.4382,양품
-1.1609,-0.0094,73.6,0.0291,-5284.75,68.1556,2.5776,-0.5677,15.79,215.0262,8.134,0.0809,1.21,129.9548,1.9868,8.9416,0.0166,5.8909,0.6887,21.1609,0.7419,2774.25,15.85,6.9973,3.9615,8.5018,1004.9778,0.0,1.2747,0.9366,19.38,28.723,10.5221,5.1175,4.1241,5.8827,4.6801,-0.0442,312.686,0.0027,2.649,0.0,26.3122,8962.4,1.1178,5.7935,86.9601,92.072,16.0059,148.57,양품
18.63,-0.0096,85.8639,0.0221,-6267.75,62.9556,4.0517,-0.4258,15.9,253.5999,5.8716,0.0935,1.191,40.4259,1.9053,9.2433,-0.0043,5.754,0.7423,21.37,0.7393,3065.75,15.9,8.0221,4.1299,12.4003,1004.895,0.0,1.599,0.9309,14.66,24.0406,8.8552,7.2062,4.8007,3.6188,4.6215,-0.0599,22.4906,0.0031,2.575,0.0,28.1907,8700.58,1.3427,4.5668,86.4157,85.2666,,155.5755,양품
20.7118,-0.0093,39.8385,0.0315,-6452.5,72.9222,2.7872,-0.3784,15.92,280.5974,6.3369,0.0633,1.267,213.3893,1.8895,9.4832,0.0401,5.0574,0.7463,19.2882,0.7424,3074.75,15.91,9.5516,4.9368,9.4744,1003.5358,0.0,,0.9271,15.56,54.1647,11.0509,6.4812,2.546,4.7381,4.6195,-0.0588,44.9502,0.0042,2.618,849.2308,25.5875,9304.59,2.9501,5.4977,87.3382,84.87,,147.9509,양품
-11.9682,-0.0105,37.276,0.0259,-5423.0,69.3889,2.8212,-0.3784,15.92,106.5911,6.2281,0.0881,1.267,223.4055,1.998,8.5218,0.0018,4.7214,0.7463,31.9682,0.7424,2723.5,15.91,18.375,1.297,8.8499,1003.5358,0.0,2.3554,0.9257,15.22,39.4462,18.6255,6.7791,2.6805,7.0926,4.6326,-0.0353,56.4831,0.0045,2.618,0.0,40.3963,8847.7,1.9613,6.4785,87.0459,84.3232,,143.5309,양품
16.8445,-0.0107,57.9439,0.0151,-6198.5,63.9778,2.5117,-0.9934,15.89,285.201,5.6722,0.0586,1.267,199.8157,1.916,9.2655,0.0023,4.8776,0.6764,23.1555,0.7377,3197.75,15.89,17.1682,5.158,6.812,1004.96,0.0,2.8233,0.9354,17.82,65.2403,17.9019,7.8646,3.979,9.8085,4.671,-0.0498,21.4906,0.006,2.531,948.8372,31.7791,8424.7201,1.0987,5.1016,86.4804,85.5455,18.0015,148.1364,양품
14.0382,-0.0084,30.9524,0.0298,-5711.0,66.5444,4.2976,-0.3784,15.92,1490.9418,7.6137,0.14,1.267,311.4814,2.0155,8.5952,0.04,5.5045,0.7463,25.9618,0.7424,3474.75,15.91,6.2332,3.1558,9.8855,1003.5358,0.0,1.2883,0.9271,11.79,26.9423,12.1109,6.578,2.5209,8.5491,4.6195,-0.0351,29.2061,0.002,2.618,370.7317,32.567,8799.04,1.4096,5.2053,86.7997,85.3625,,150.1909,양품
28.4009,-0.0104,41.4458,0.0263,-5657.5,63.7778,1.7515,-0.5677,15.79,348.7476,6.6127,0.041,1.21,1722.7622,1.886,9.5642,0.0142,5.5773,0.6887,11.5991,0.7419,3111.25,15.85,7.6429,5.1742,10.7648,1004.9778,0.0,,0.9337,9.73,43.512,7.5638,5.5856,4.2671,3.1529,4.615,-0.0481,17.8868,0.0029,2.649,0.0,14.406,8848.07,1.6887,4.7063,86.4047,86.3239,,142.0918,양품
22.1827,-0.008,64.7975,0.0331,-6528.5,68.2,6.5375,-0.9934,15.89,164.6633,5.2143,0.1375,1.267,424.2047,1.8877,8.5405,-0.021,5.1459,0.6764,17.8173,0.7377,3067.0,15.89,5.6091,3.6657,7.0778,1004.96,0.0,1.7856,0.9354,15.09,59.6353,14.0055,7.7537,4.3097,8.7564,4.671,-0.0501,17.0403,0.0036,2.531,0.0,22.1373,9028.9699,1.2686,4.9754,86.8378,85.1712,,145.4927,양품
9.1882,-0.0086,45.152,0.014,-6363.0,63.0556,2.665,-0.3784,15.92,236.4501,6.9848,0.0569,1.267,143.2271,1.8893,9.5642,0.0273,5.9519,0.7463,30.8118,0.7424,3018.0,15.91,4.346,4.9163,7.3121,1003.5358,0.0,0.9991,0.9348,17.87,26.161,13.3354,6.4999,4.6522,5.9269,4.6276,-0.0201,83.4768,0.0038,2.618,538.7755,37.258,8981.2399,2.3942,5.5389,86.4047,86.3239,,152.1864,양품
1.5018,-0.0075,61.4357,0.0247,-6334.25,67.4556,3.3215,-0.9934,15.89,322.409,6.0561,0.0769,1.267,120.8674,1.8987,9.5713,-0.005,6.267,0.6764,18.4982,0.7377,3124.75,15.89,13.2466,5.0404,7.1454,1004.96,0.0,,0.936,19.64,58.3148,9.0364,11.6649,4.1106,10.8289,4.6798,-0.0496,450.7869,0.0028,2.531,464.0,23.6088,8785.9699,2.0387,4.1751,86.8261,85.6608,,147.1064,양품
16.0155,-0.0081,54.0707,0.0263,-6431.75,68.1556,4.662,-0.9934,15.89,270.2522,6.3346,0.0971,1.267,229.2181,1.8763,9.4043,0.0202,5.7966,0.6764,23.9845,0.7377,2959.75,15.89,9.2222,3.9615,6.4443,1004.96,0.0623,2.2389,0.9271,17.66,46.8422,13.3955,6.9188,2.5646,8.5333,4.6195,-0.0408,43.1458,0.0109,2.531,693.3333,30.1316,8606.88,2.1899,5.9746,86.8908,83.9167,,151.0545,불량
2.5027,-0.0095,32.7177,0.0187,-5410.0,67.4222,3.9893,-0.9934,15.89,489.6832,6.7768,0.1346,1.267,387.6123,1.9998,9.5713,0.0196,5.9956,0.6764,17.4973,0.7377,2414.5,15.89,6.3073,3.708,8.6844,1004.96,0.0,1.6917,0.9359,14.11,29.5218,8.3872,7.2805,4.7313,7.8622,4.6694,-0.0441,193.7886,0.0055,2.531,0.0,22.1827,9434.9,1.3225,5.0596,86.8261,85.6608,,145.5055,양품
87.0391,-0.0084,59.4354,0.0134,-5677.5,68.0444,2.5427,-0.3784,15.92,245.3316,5.4855,0.0902,1.267,379.0712,2.0337,9.1757,0.0408,4.31,0.7463,32.896,0.7424,2630.75,15.91,12.1854,4.7028,7.7447,1003.5358,0.0,2.5913,0.9266,199.62,30.3517,89.5305,125.2604,2.334,146.4232,4.6391,-0.028,274.4629,0.0031,2.618,778.3784,84.5752,8903.9602,11.1972,77.0338,86.9721,83.8879,,127.5891,양품
0.7591,-0.0062,56.6802,0.025,-5848.5,69.9222,1.7908,-0.3784,15.92,168.1378,5.9401,0.0628,1.267,445.972,2.0257,8.828,0.0081,5.1517,0.7463,19.2409,0.7424,2660.5,15.91,,3.2894,12.0802,1003.5358,0.0,1.8248,0.9334,22.85,34.4725,16.2241,10.5566,4.4344,4.3304,4.523,0.0107,0.0,0.0056,2.618,0.0,25.8222,9399.92,2.3183,4.7815,87.0137,86.4863,15.4662,141.7873,양품
9.8782,-0.0077,60.8414,0.0242,-5392.25,66.6889,2.2606,-0.9934,15.89,267.6781,5.2386,0.0722,1.267,562.8856,2.0088,8.6211,0.021,4.8903,0.6764,30.1218,0.7377,2731.75,15.89,5.065,3.149,8.131,1004.96,0.0,1.6066,0.9271,22.45,35.565,15.99,5.9733,2.4978,6.9596,4.6195,-0.0555,99.5122,0.0066,2.531,278.7879,37.9277,9038.9,2.9479,6.559,86.955,85.1817,31.0204,147.5655,불량
15.6791,-0.0101,40.4938,0.0145,-6350.5,68.5444,2.549,-0.0473,15.82,271.2961,6.4183,0.0537,1.366,217.1658,1.9058,8.5788,-0.022,5.4812,0.6785,24.3209,0.7445,3071.25,15.84,9.7416,5.8356,11.5524,1002.6611,0.0,1.8006,0.9227,16.4,53.2874,23.1445,6.884,4.9527,8.6597,4.6862,-0.0233,33.5479,0.0037,2.558,480.0,31.4614,9135.0302,1.5955,5.1009,86.8039,85.4451,7.65,147.6955,양품
16.2418,-0.0071,43.739,0.0293,-6277.75,67.5222,3.872,0.4258,15.85,213.6391,5.2618,0.084,1.149,154.9244,1.9095,8.5788,0.0369,4.0515,0.6909,23.7582,0.7585,3136.5,15.86,9.2047,3.8506,8.0322,1003.6322,0.0,1.3989,0.9266,18.2,29.1167,13.9691,6.0802,2.5693,6.1628,4.6391,-0.0516,56.3361,0.0056,2.647,782.2222,30.5545,8977.1799,2.6557,6.7935,86.8039,85.4451,24.523,147.1745,양품
10.3745,-0.0088,35.378,0.0135,-5421.5,63.4111,1.6337,-0.0473,15.82,79.3011,6.1148,0.0522,1.366,394.0546,2.0107,9.2655,0.0006,6.0274,0.6785,29.6255,0.7445,2685.0,15.84,62.3364,1.577,12.8571,1002.6611,0.0,0.7698,0.9337,17.7,30.8824,12.569,10.9907,4.4019,6.9014,4.615,-0.0809,74.2201,0.0029,2.558,0.0,32.237,8858.4201,2.2509,6.3928,86.4804,85.5455,,153.7373,양품
2.5045,-0.0084,71.3224,0.0257,-5316.75,68.4111,1.8972,-0.0473,15.82,222.6318,5.9336,0.0564,1.366,2077.2007,1.9845,8.9416,0.0079,5.3634,0.6785,17.4955,0.7445,2675.25,15.84,12.0279,3.8006,13.2563,1002.6611,0.0,3.0095,0.9368,20.15,26.0239,12.1437,8.2999,3.9763,6.1803,4.6924,-0.0805,164.9002,0.0038,2.558,748.3871,23.7322,9038.9201,1.053,5.3161,86.9601,92.072,,146.9191,양품
24.14,-0.0096,32.2078,0.0187,-5242.25,67.1444,2.7301,0.4258,15.85,340.1513,5.2159,0.0907,1.149,445.5067,2.0135,9.1757,0.0121,4.9708,0.6909,15.86,0.7585,2600.25,15.86,8.1735,4.468,6.8,1003.6322,0.037,,0.9354,15.96,19.9947,12.3364,7.6164,4.119,8.171,4.6871,-0.0398,17.1085,0.0065,2.647,0.0,22.8392,8597.71,1.0836,4.392,86.9721,83.8879,,150.0427,불량
23.7109,-0.0105,56.9395,0.0214,-5751.5,68.1444,2.1712,-0.0946,15.85,51.7647,5.4707,0.0737,1.569,325.4346,1.9952,8.872,-0.0117,5.4025,0.6955,16.2891,0.7024,2625.25,15.87,8.2241,3.0817,9.4397,1014.2967,0.0,,0.9309,17.75,36.5548,12.2864,7.7102,4.4391,6.3497,4.6215,-0.0519,26.1905,0.0033,2.584,0.0,22.928,8591.4699,1.7197,4.742,87.0389,84.533,40.1714,149.7718,양품
5.78,-0.0112,39.3296,0.034,-6459.75,69.4222,0.9077,0.0,15.9,266.5364,5.3361,0.0196,1.154,80.8512,1.9085,8.6406,0.048,4.4424,0.6383,14.22,0.7335,2955.5,15.9,56.1185,5.1857,8.7953,1005.3694,0.0,,0.9217,24.79,15.7221,14.6127,7.0134,4.3665,7.2905,4.7797,-0.0328,54.6713,0.0051,2.738,911.1111,21.9792,8771.5,1.1073,5.3758,86.6776,85.0841,,148.55,양품
-0.18,-0.0122,48.3112,0.0332,-5328.25,63.9111,3.9357,0.0,15.9,185.9391,7.9306,0.1222,1.154,259.5899,2.0165,9.219,-0.0376,7.0539,0.6383,20.18,0.7335,2674.0,15.9,5.4034,2.8164,8.331,1005.3694,0.0,0.5423,0.9364,18.73,47.6891,14.9736,6.894,4.2231,3.2597,4.6771,-0.009,0.0,0.0057,2.738,213.3333,25.6726,9142.6801,1.5726,5.2555,86.336,86.3416,,146.9464,양품
-8.6082,-0.0104,41.3959,0.0269,-6345.0,63.3444,1.2544,-0.0946,15.85,226.7809,5.2263,0.032,1.569,137.2467,1.9065,9.2171,0.0086,4.3358,0.6955,28.6082,0.7024,3169.25,15.87,10.422,4.8939,8.3038,1014.2967,0.0,1.857,0.9257,17.37,21.5302,22.8155,5.5653,2.2531,5.2385,4.6326,-0.078,82.1312,0.0033,2.584,637.037,38.5841,9084.18,2.2355,5.795,86.2908,85.9034,,141.2627,양품
22.7173,-0.0096,23.8651,0.0219,-5302.75,65.2556,2.9762,0.0,15.9,188.1531,6.2124,0.091,1.154,291.3147,1.993,8.7879,-0.0017,5.9382,0.6383,17.2827,0.7335,2506.25,15.9,8.6687,4.1376,10.5132,1005.3694,0.0,0.8475,0.9354,17.65,56.8733,13.2909,6.8168,4.3344,5.3468,4.671,-0.0576,18.224,0.0032,2.738,0.0,22.3699,8177.06,1.3982,4.8224,86.7106,86.106,44.1228,149.9955,양품
20.0236,-0.0096,51.2418,0.0223,-5413.0,69.6889,1.1715,-0.0946,15.85,143.7298,4.7587,0.0381,1.569,195.3237,2.0245,8.872,0.0181,4.5668,0.6955,19.9764,0.7024,2731.75,15.87,7.8593,4.4483,7.8059,1014.2967,0.0,0.9781,0.9354,20.6,21.9229,13.4436,7.0406,3.9661,8.0814,4.6871,-0.0456,17.2796,0.0021,2.584,969.697,27.0205,8844.3301,1.0201,5.6317,87.0389,84.533,14.8211,152.9445,양품
17.9782,-0.0089,57.0629,0.0183,-5228.25,66.2556,2.1971,0.5204,15.84,224.6069,5.0783,0.0713,1.177,376.2325,2.0128,8.5218,0.0152,4.4302,0.689,22.0218,0.7184,2748.25,15.88,7.1084,4.377,8.1235,1015.3522,0.0,0.8165,0.9354,22.02,27.8636,16.3736,6.2387,4.562,7.9506,4.6871,-0.0536,15.6301,0.0023,2.581,0.0,29.185,8684.6301,0.8894,4.9976,87.0459,84.3232,24.6737,146.9073,양품
17.7327,-0.0079,23.9748,0.0385,-6322.0,66.1111,3.207,-0.0946,15.85,251.7949,6.0165,0.0749,1.569,188.0745,1.898,8.6324,0.0086,5.5252,0.6955,22.2673,0.7024,3083.0,15.87,8.5754,4.6891,7.6969,1014.2967,0.0,1.6041,0.9249,11.34,52.5094,13.3309,4.2993,2.4592,9.9305,4.6009,-0.0355,58.7614,0.003,2.584,480.0,30.2505,8825.3899,2.633,5.678,87.0354,85.0856,,152.7618,양품
1.3718,-0.0093,62.0321,0.0152,-6278.5,63.6111,4.1128,0.4258,15.85,248.618,5.3321,0.0895,1.149,278.9247,1.8873,9.2655,0.0161,4.8741,0.6909,38.6282,0.7585,3177.25,15.86,15.8517,3.9301,7.5912,1003.6322,0.0,2.7583,0.9359,18.45,57.4811,21.5173,6.446,4.6197,4.313,4.5579,-0.0483,486.216,0.0029,2.647,472.1311,45.875,8242.0499,1.8195,5.059,86.4804,85.5455,,151.6355,불량
2.0373,-0.0058,87.7419,0.0373,-5485.25,69.8444,1.9509,-0.0946,15.85,308.5799,7.4826,0.059,1.569,222.8069,1.98,8.6527,0.0439,7.6299,0.6955,17.9627,0.7024,2681.25,15.87,13.3691,3.293,9.46,1014.2967,0.0,,0.9366,17.3,50.5859,9.2163,7.4855,4.152,5.3147,4.6801,-0.0519,299.4199,0.0052,2.584,0.0,22.969,9516.4601,1.9011,5.0284,86.9642,86.4465,18.5256,146.7618,양품
1.4218,-0.0083,41.0876,0.0275,-5429.0,67.6222,1.8395,-0.5204,15.87,392.2559,7.5351,0.0652,1.078,552.8912,2.018,9.1757,0.0021,6.2677,0.6897,18.5782,0.6802,2701.0,15.91,43.6744,2.8097,9.5456,1005.7904,0.0,1.0186,0.9242,21.47,31.616,13.9591,8.6154,4.7166,5.4321,4.6911,-0.0138,623.1458,0.0031,2.571,0.0,24.6272,8778.86,2.554,5.61,86.9721,83.8879,26.5913,143.4073,양품
22.4382,-0.0086,48.8372,0.0176,-5278.0,68.3222,2.0323,0.4258,15.85,175.4734,6.1843,0.0639,1.149,102.8721,2.002,8.5218,-0.0048,5.8981,0.6909,17.5618,0.7585,2624.25,15.86,5.5848,2.9273,8.0224,1003.6322,0.0,1.021,0.9309,14.95,30.3595,8.4962,8.0663,4.409,6.1088,4.6215,-0.0699,17.1137,0.0053,2.647,736.8421,20.3988,8538.6601,1.1382,5.2464,87.0459,84.3232,,151.0945,불량
14.9018,-0.0075,34.6667,0.0175,-5143.5,63.8889,1.3693,-0.5204,15.87,187.6033,5.925,0.0448,1.078,190.7677,1.9975,9.5642,0.0244,6.1278,0.6897,25.0982,0.6802,2666.5,15.91,25.2256,5.9478,7.4439,1005.7904,0.0,1.4774,0.9266,15.0,39.9021,10.7173,4.5617,2.4119,7.8561,4.6391,-0.0565,66.2335,0.0028,2.571,0.0,31.5354,8518.3601,2.9013,5.1536,86.4047,86.3239,,151.4745,양품
4.4391,-0.0128,34.375,0.0318,-6483.75,69.6778,5.8526,0.0,15.9,189.7463,6.711,0.1302,1.154,103.8408,1.8942,8.6406,0.0529,6.9208,0.6383,15.5609,0.7335,2966.5,15.9,8.2695,5.4537,7.7805,1005.3694,0.0,1.7681,0.9364,9.38,48.6585,7.7589,7.5496,4.5552,7.7847,4.6771,-0.0175,79.2955,0.0047,2.738,500.0,20.3856,8855.1799,1.1787,5.4012,86.6776,85.0841,,149.91,양품
-15.31,-0.0051,38.9294,0.0266,-6338.75,59.9889,3.3064,-0.5677,15.9,348.9999,6.9933,0.0769,1.172,169.4016,1.8965,9.2328,-0.046,6.688,0.7025,35.31,0.778,3125.25,15.91,,3.834,11.7446,1005.6298,0.0,,0.9366,21.02,18.9823,26.32,8.0763,4.225,3.5082,4.6801,0.0264,51.6656,0.0053,2.618,0.0,41.7353,8759.3302,2.4154,4.83,86.5146,86.0209,15.4662,148.5082,양품
27.3227,-0.0083,34.7826,0.0207,-5486.25,66.0667,2.1294,-0.5204,15.87,466.3864,7.3823,0.0714,1.078,667.1978,1.994,9.7484,0.0413,6.6762,0.6897,12.6773,0.6802,2839.25,15.91,11.0186,3.1786,7.4728,1005.7904,0.0,0.8659,0.9348,13.68,29.0849,6.612,6.6335,4.0699,3.0522,4.6276,-0.0703,20.8618,0.0035,2.571,0.0,15.8496,8547.0101,1.687,4.8801,87.0605,85.564,,143.8327,양품
2.78,-0.0069,32.1168,0.0231,-6463.25,67.4333,3.9614,,,245.3914,7.006,0.083,,139.2225,1.8912,9.2291,0.0283,6.6738,,17.22,,3096.25,,,4.3005,10.5176,,0.0,1.8721,0.9378,17.62,46.1412,7.0997,10.5323,4.7469,10.4267,4.6615,0.0056,198.2014,0.0057,,241.2698,22.0706,8864.71,1.5489,4.0103,86.9273,84.742,16.6766,146.7382,양품
18.1782,-0.0109,38.4,0.015,-5398.5,63.4,1.6421,1.608,15.83,142.4242,5.612,0.0563,1.035,337.7548,2.039,9.219,0.0061,5.0998,0.7987,21.8218,0.5474,2638.0,15.85,11.3521,4.1009,6.7033,1005.6244,0.0,,0.9354,23.8,34.8852,17.78,6.416,4.1101,10.2601,4.6871,-0.032,16.3933,0.0026,2.803,0.0,29.871,9216.03,0.9286,6.0508,86.336,86.3416,55.2842,145.3209,양품
22.3736,-0.0084,69.9259,0.027,-6294.25,66.7111,3.3137,1.419,15.8,283.9413,4.8209,0.089,1.068,199.8172,1.8905,8.5405,0.0119,4.0892,0.8284,17.6264,0.4914,3013.0,15.81,15.225,4.1972,9.0687,1004.5381,0.0,0.4786,0.9354,27.96,20.8054,13.1655,8.0961,3.8751,9.6886,4.6871,-0.0329,18.8615,0.003,2.898,0.0,25.0342,8964.53,1.4516,5.3737,86.8378,85.1712,33.5237,150.1764,양품
24.4791,-0.0074,71.7428,0.0146,-6380.0,62.7,5.0768,1.419,15.8,233.8269,5.8192,0.1333,1.068,144.5153,1.9027,9.2433,0.0043,5.4523,0.8284,15.5209,0.4914,3086.5,15.81,12.0116,6.5391,10.1117,1004.5381,0.0,,0.937,16.57,21.8439,19.3609,6.9525,4.1856,7.7394,4.6697,-0.0141,26.9209,0.0034,2.898,640.0,21.5763,8788.8501,1.9167,5.6776,86.4157,85.2666,11.0648,146.9109,양품
20.7209,-0.0084,63.3782,0.0462,-6205.0,65.0,5.0101,1.419,15.8,306.4539,6.0915,0.1143,1.068,304.6134,1.8885,8.6211,0.0453,5.8089,0.8284,19.2791,0.4914,2984.0,15.81,4.6404,4.6154,8.7894,1004.5381,0.0,0.8892,0.9238,27.17,24.4849,16.8836,7.0435,4.5862,4.6032,4.6598,-0.0367,23.6959,0.0048,2.898,861.5385,27.0269,8589.81,1.18,5.0745,86.955,85.1817,,149.0282,양품
6.2045,-0.003,136.0996,0.0308,-6349.0,68.2,2.5352,1.419,15.8,237.0083,5.8126,0.0875,1.068,1085.9414,2.0055,8.5459,0.0671,4.8604,0.8284,13.7955,0.4914,2902.25,15.81,51.8438,2.346,10.7885,1004.5381,0.0,1.3525,0.9217,21.9,13.4932,11.4436,8.2537,4.2361,11.9213,4.7797,-0.0156,99.6044,0.0104,2.898,317.2414,21.3495,8624.67,1.6402,6.1518,86.6954,84.9334,28.1054,149.2282,양품
6.9082,-0.0077,62.3377,0.0152,-6237.25,70.4556,4.0451,1.419,15.8,284.5119,5.71,0.0909,1.068,163.0549,1.8985,8.872,0.0006,5.4373,0.8284,33.0918,0.4914,3056.5,15.81,7.373,3.6903,10.7945,1004.5381,0.0,1.7511,0.937,17.95,25.3356,32.6027,14.0747,4.0301,8.6041,4.6697,-0.0815,158.3629,0.0078,2.898,0.0,38.2357,9053.4298,3.6748,4.7363,87.0389,84.533,,154.6945,양품
23.2655,-0.0075,75.6219,0.0319,-5523.75,66.2444,3.0287,1.419,15.8,63.0945,5.4597,0.0972,1.068,427.0655,1.997,8.7879,0.0106,5.2715,0.8284,16.7345,0.4914,2494.25,15.81,9.6586,3.472,9.9931,1004.5381,0.0,0.9556,0.9354,13.86,54.8175,13.0092,5.4159,4.1054,5.8803,4.671,-0.0233,20.5885,0.0048,2.898,228.5714,20.6329,8813.74,1.5431,4.4255,86.7106,86.106,18.5608,146.5918,양품
-7.8309,-0.0097,64.2487,0.0223,-5418.0,68.5444,1.1919,1.419,15.8,68.3252,7.1979,0.0417,1.068,513.038,1.9828,8.5952,-0.0011,5.7971,0.8284,27.8309,0.4914,2888.5,15.81,26.109,2.626,12.7335,1004.5381,0.0,,0.9257,13.97,51.2797,18.1246,7.3087,2.8513,8.6692,4.6326,-0.0416,189.3778,0.0034,2.898,0.0,35.2894,8886.5501,4.4283,5.1883,86.7997,85.3625,,143.4964,양품
0.5373,-0.0094,36.0265,0.0206,-5255.75,66.2667,1.7573,1.419,15.8,240.7286,3.7388,0.0694,1.068,157.2903,2.0223,8.536,0.0109,3.0316,0.8284,19.4627,0.4914,2571.25,15.81,40.5614,4.9799,11.1864,1004.5381,0.0,,0.9359,19.3,50.4571,11.2243,8.2812,4.3996,3.417,4.6694,-0.0657,0.0,0.0026,2.898,558.4906,24.3275,8526.5301,1.8461,4.3343,86.7687,85.5361,,144.5727,양품
3.1136,-0.0094,50.0,0.0296,-6406.25,66.4444,3.0404,0.5204,15.84,326.798,6.8944,0.08,1.177,224.5653,1.8885,8.5405,0.0053,7.0812,0.689,36.8864,0.7184,3072.25,15.88,7.3021,3.1605,7.5332,1015.3522,0.0,,0.9271,10.39,29.6847,23.1546,3.0971,2.3613,7.6393,4.6195,-0.0525,351.6788,0.0048,2.581,414.4578,47.3811,8601.6601,2.9671,5.6479,86.8378,85.1712,21.2623,150.1455,양품
25.1891,-0.0105,45.8781,0.0253,-6314.0,64.9667,6.3116,-0.5204,15.87,252.4718,4.8892,0.1324,1.078,191.7672,1.8807,8.6211,0.0172,3.9589,0.6897,14.8109,0.6802,3005.0,15.91,12.2031,3.0785,9.7065,1005.7904,0.0,1.1725,0.9354,24.56,18.3457,9.9073,4.9399,3.9274,10.5165,4.6871,-0.0651,13.7758,0.0045,2.571,0.0,20.8456,9080.7601,1.0743,4.8545,86.955,85.1817,22.0298,151.3818,양품
1.23,-0.005,97.5124,0.0418,-5745.0,69.9556,2.5375,0.2838,15.92,196.2114,5.7926,0.0862,1.456,365.4322,1.969,8.6829,0.0572,5.897,0.716,18.77,0.7094,2727.75,15.87,47.8577,2.859,8.9478,1004.7456,0.0,1.7362,0.9368,18.93,36.9983,16.8291,7.2018,4.1751,4.139,4.6924,-0.009,373.1707,0.0071,2.565,0.0,26.281,9357.49,1.5912,5.1937,86.9236,87.4809,24.2943,149.0709,양품
13.5955,-0.01,57.2146,0.026,-6470.0,68.9444,3.3721,0.8042,15.88,330.1842,5.889,0.0748,1.38,172.2885,1.8868,9.7484,0.0122,5.516,0.6518,26.4045,0.6809,3021.75,15.91,10.8828,4.0612,8.1609,1003.5673,0.0,1.495,0.9348,17.56,39.1162,22.3027,9.2737,4.0914,8.3351,4.6276,-0.0124,60.3143,0.0038,2.521,0.0,34.0436,8673.7102,2.6233,5.4694,87.0605,85.564,33.5018,149.9682,양품
-2.9273,-0.0093,38.5542,0.0622,-5324.0,69.4,1.5892,0.8042,15.88,246.6825,4.9208,0.0485,1.38,808.3114,2.0208,8.9416,0.0632,4.1992,0.6518,22.9273,0.6809,2977.75,15.91,10.1194,2.3055,8.0911,1003.5673,0.0,,0.9257,17.12,24.4146,14.0973,4.7939,2.3861,6.0746,4.6326,-0.0254,444.441,0.0046,2.521,0.0,31.7642,8784.21,3.6513,5.596,86.9601,92.072,25.5291,147.9927,양품
13.3745,-0.0086,59.4752,0.0572,-5613.5,69.4556,2.3354,0.8042,15.88,82.6131,6.003,0.0831,1.38,280.8374,1.9855,9.1757,0.04,5.6518,0.6518,26.6255,0.6809,2732.75,15.91,50.6463,3.8874,8.6533,1003.5673,0.0,0.9263,0.9227,19.39,43.0048,28.929,9.8263,4.7594,5.0984,4.6862,-0.0102,58.6936,0.0041,2.521,715.7895,35.4148,8328.0801,2.1368,5.8167,86.9721,83.8879,10.2763,145.9273,양품
27.4627,-0.01,36.8618,0.0533,-6312.25,72.8222,1.8363,0.8042,15.88,281.744,5.8049,0.0418,1.38,201.3411,1.8965,9.3998,0.0504,5.368,0.6518,12.5373,0.6809,3096.5,15.91,6.7535,5.3555,7.3643,1003.5673,0.0,1.201,0.937,18.04,31.1351,10.4509,5.8494,3.8942,4.4594,4.6697,-0.0148,10.7782,0.0039,2.521,888.8889,17.8135,8648.7,0.9556,5.1825,87.2029,85.482,22.0854,151.5882,양품
4.9991,-0.0046,109.2896,0.0257,-5516.75,68.1444,1.0136,,,234.2499,5.9614,0.0352,,352.3676,1.9828,9.0622,0.0219,5.29,,15.0009,,2801.5,,,4.4024,9.1799,1015.3522,0.0,1.2721,0.929,20.2,34.3749,12.8118,8.7575,4.5456,6.7235,4.7637,-0.0155,95.0173,0.0055,,300.7092,22.588,8430.06,1.5973,5.3595,87.0122,84.7529,11.7694,147.3927,양품
